Student_Names,Math,Physics,Chemistry,Grade,Comment,Roll No.
Carla Bowman,34,59,65,C,Below Average Achivement,532565
Chelsea Nelson,69,36,88,B,Average Performance,510095
Kyle Ray,37,73,78,B,Average Performance,556051
Edward Joseph,33,25,13,F,Failed,579861
Gregory Cohen,77,83,82,B+,Good Pursuance,555195
Joshua Wood,58,40,52,D,Poor Pursuance,599507
Ana Duran,27,12,17,F,Failed,583888
Eric Baldwin,80,52,51,B,Average Performance,529559
Kristina Wall,24,79,49,D,Poor Pursuance,565223
William Haley,52,53,31,D,Poor Pursuance,514842
Danielle Francis,48,96,93,B+,Good Pursuance,598086
John Dougherty,11,49,82,D,Poor Pursuance,533509
Derrick Miller,70,29,93,B,Average Performance,571138
Thomas Rivera DVM,59,58,18,D,Poor Pursuance,536954
David Rhodes,91,16,68,C,Below Average Achivement,537972
Joseph Murray,79,87,29,B,Average Performance,551588
Anthony Molina,32,48,65,D,Poor Pursuance,515658
Hayley Lane,80,48,77,B,Average Performance,570732
Jeremy Lin,18,70,42,D,Poor Pursuance,550837
Timothy Franklin,56,61,42,C,Below Average Achivement,591377
Melissa Cruz,35,59,79,C,Below Average Achivement,536420
Christine Sandoval,40,67,12,D,Poor Pursuance,552408
Madeline Rice,70,65,72,B,Average Performance,514471
Daniel Meyers,43,15,82,D,Poor Pursuance,501379
Bruce Robinson,55,71,41,C,Below Average Achivement,538898
Ryan Williams,84,39,82,B,Average Performance,553134
Holly Woods,21,51,46,D,Poor Pursuance,535655
Brian Macdonald,36,16,45,F,Failed,507502
Adam Martin,92,54,71,B+,Good Pursuance,503298
Benjamin Garcia,14,12,15,F,Failed,519255
Justin Smith,60,15,67,D,Poor Pursuance,528048
Chad Murray,84,63,55,B,Average Performance,584929
Steven Kelley,92,39,50,C,Below Average Achivement,530804
Janet Cantrell,28,32,72,D,Poor Pursuance,563018
Victor Nguyen,37,14,27,F,Failed,529895
Stephen Singleton,69,72,66,B,Average Performance,592778
Christina Lester,64,38,94,B,Average Performance,540113
Mr. Gregory Haney,16,95,54,C,Below Average Achivement,558991
Jordan Walker,19,44,14,F,Failed,514038
Andrew Merritt,76,11,24,D,Poor Pursuance,530084
Jeremiah Taylor,58,83,99,B+,Good Pursuance,589670
Monica Howe,48,51,84,B,Average Performance,580601
Philip Acevedo,24,85,55,C,Below Average Achivement,542302
James Mcdaniel,15,34,10,F,Failed,537693
Tara Brown,95,65,40,B,Average Performance,599291
Tammy Frazier,61,80,87,B+,Good Pursuance,562054
Richard Benitez,58,13,73,D,Poor Pursuance,598572
Christopher Hicks,89,63,57,B,Average Performance,568432
Anthony Morgan,20,46,65,D,Poor Pursuance,597351
Eric Johnson,44,70,67,C,Below Average Achivement,519001
Pamela Brown,39,19,32,F,Failed,581641
Kaitlyn Lee,89,34,14,D,Poor Pursuance,518304
Nicole Meyer,10,15,82,D,Poor Pursuance,512198
Dylan Carter,48,97,22,C,Below Average Achivement,551404
Diane Huerta,68,92,16,C,Below Average Achivement,576667
Dr. Christian Parker Jr.,65,69,85,B+,Good Pursuance,597149
Lindsey Gonzalez,50,50,75,C,Below Average Achivement,501877
Ronald Edwards,58,17,44,D,Poor Pursuance,530549
Lauren Riley,19,31,43,F,Failed,504781
Cassie Farrell,49,20,20,F,Failed,517248
John Welch,77,46,30,C,Below Average Achivement,556753
Stacey Wells,31,60,19,D,Poor Pursuance,526796
Kimberly Houston,84,19,99,B,Average Performance,514057
Thomas Holloway,68,78,49,B,Average Performance,504783
Laurie Delgado,58,56,85,B,Average Performance,553711
Mary Ayers,96,23,19,D,Poor Pursuance,553017
Cynthia Nicholson,72,14,11,F,Failed,504223
Michael Davis,40,97,20,C,Below Average Achivement,542204
Karen Snow,62,65,67,B,Average Performance,522807
Richard Wiggins,70,87,30,B,Average Performance,581856
Monica Wright,10,23,25,F,Failed,546395
Holly Welch,68,77,15,C,Below Average Achivement,549223
Jason Torres,31,20,84,D,Poor Pursuance,521297
Anthony Brown,93,16,64,C,Below Average Achivement,513080
Steven Beck,23,100,11,D,Poor Pursuance,570698
Toni Mcgrath,39,61,87,B,Average Performance,567311
Mark Robinson,46,59,90,B,Average Performance,595867
Karen Ferguson,65,98,98,A,Very Good Achivement,537065
Brittany Perez,33,51,86,C,Below Average Achivement,514804
Andrew Martin,49,12,49,D,Poor Pursuance,562188
Michelle Mcintosh,61,11,98,C,Below Average Achivement,502193
Andrew Stevens,84,45,31,C,Below Average Achivement,591095
Laura Berg,47,21,87,C,Below Average Achivement,552781
Leslie Henry,30,30,53,D,Poor Pursuance,534551
Katie Ochoa,48,76,23,D,Poor Pursuance,520753
Christian Pratt,32,51,39,D,Poor Pursuance,534072
Maria Ward,29,21,13,F,Failed,519075
Sonya Peterson,29,65,43,D,Poor Pursuance,594728
Michelle White,83,47,30,C,Below Average Achivement,577325
Erica Taylor,72,13,83,C,Below Average Achivement,524333
Robin Garcia,65,90,81,B+,Good Pursuance,597208
Thomas Jackson MD,24,91,59,C,Below Average Achivement,546409
Jacob Richard,42,60,22,D,Poor Pursuance,522476
Joseph Allen,47,56,73,C,Below Average Achivement,599734
Eric Myers,23,15,100,D,Poor Pursuance,537418
Stephanie Sullivan,40,19,21,F,Failed,558820
Danielle Solis,33,100,80,B+,Good Pursuance,516980
Ethan Cannon,34,75,22,D,Poor Pursuance,561129
David Williams,74,14,19,D,Poor Pursuance,500620
Mark Lawson,26,90,17,D,Poor Pursuance,521608
Susan Martin,28,41,88,C,Below Average Achivement,515172
Ricardo Pierce,82,15,81,C,Below Average Achivement,584166
William Hayes,36,48,28,D,Poor Pursuance,538390
Tiffany Pham,100,77,34,B,Average Performance,532322
Sharon Frazier,80,31,32,D,Poor Pursuance,512003
Mark Stanton,16,100,11,D,Poor Pursuance,512505
Jillian Potter,88,76,52,B+,Good Pursuance,511438
Sherry Noble,12,55,42,D,Poor Pursuance,549887
Laura English,65,37,73,C,Below Average Achivement,532607
Alicia Burns,16,85,44,D,Poor Pursuance,519057
Steven Williams,19,55,29,D,Poor Pursuance,514341
Eric Huynh,97,67,10,C,Below Average Achivement,561030
Paul Blanchard,48,55,56,C,Below Average Achivement,525254
Ann Rich,34,34,22,F,Failed,570554
Jennifer Baker,56,46,23,D,Poor Pursuance,544433
Craig Chavez,41,89,70,B,Average Performance,558695
Charles Singleton,34,28,83,D,Poor Pursuance,509566
Lisa Morris,25,48,98,C,Below Average Achivement,524354
Denise Meyer,47,80,57,B,Average Performance,509826
Michelle Campbell,59,83,71,B+,Good Pursuance,558509
Denise Anderson,90,28,94,B,Average Performance,540254
Robert Johnson,76,99,17,B,Average Performance,573404
Andrea Freeman,90,67,30,B,Average Performance,505479
Joyce Gibbs,12,62,48,D,Poor Pursuance,521873
Daniel Becker,30,21,41,F,Failed,578459
Maria Harrison,13,40,46,D,Poor Pursuance,512261
Mark Schultz,70,95,19,B,Average Performance,566493
Kenneth Williams,91,33,91,B+,Good Pursuance,539233
Angela Santos,40,18,25,F,Failed,548914
Tony Reynolds,35,84,54,C,Below Average Achivement,597870
Brandon Nelson,29,54,58,D,Poor Pursuance,561573
Brandon Barr,42,78,82,B,Average Performance,568425
Cody Montgomery,74,65,10,D,Poor Pursuance,570008
Nicholas Beasley,11,22,42,F,Failed,552023
Heidi Wong,24,55,15,F,Failed,589880
Maria Henry,75,13,54,D,Poor Pursuance,554295
Ethan Joyce,54,37,86,C,Below Average Achivement,543023
Michael Williams,78,51,35,C,Below Average Achivement,574304
Amanda Gonzalez,34,66,81,C,Below Average Achivement,596487
Gregory Bailey,61,26,58,D,Poor Pursuance,573293
Sean Dyer,68,13,47,D,Poor Pursuance,513571
Kimberly Stevens,93,41,31,C,Below Average Achivement,506250
Jennifer Barrett,13,89,77,C,Below Average Achivement,568366
Michael Evans,80,96,29,B,Average Performance,584340
Allison Jimenez,88,43,24,C,Below Average Achivement,524220
Gina Johnson,16,39,64,D,Poor Pursuance,523104
Christopher Cunningham,100,51,73,B+,Good Pursuance,521512
Samantha Valenzuela,39,83,12,D,Poor Pursuance,572395
Jane Mckay,54,70,68,B,Average Performance,515743
Nathaniel Collins,100,76,69,A,Very Good Achivement,592482
Mariah Brooks,48,100,54,B,Average Performance,553813
Christopher Brown,54,13,25,F,Failed,584556
Jennifer Castro,63,84,71,B+,Good Pursuance,509295
Bobby Johnson,85,77,37,B,Average Performance,537060
Anthony Parker,30,43,20,F,Failed,567032
Douglas Haynes,87,64,21,C,Below Average Achivement,503114
Hannah Wilcox,31,79,50,C,Below Average Achivement,571617
Cindy Wu,62,92,34,B,Average Performance,550762
Jamie Conner,23,65,16,D,Poor Pursuance,527132
Tyler Diaz,92,43,51,B,Average Performance,524391
Jennifer Dunn,45,79,57,C,Below Average Achivement,561981
Bridget Santana,70,66,73,B,Average Performance,505003
Adam Wilson,16,70,57,D,Poor Pursuance,594826
Michelle Wilson,91,75,17,B,Average Performance,599396
John Bailey,57,41,67,C,Below Average Achivement,565779
Danielle Mills,21,59,68,D,Poor Pursuance,500685
Jason Mack,22,66,10,F,Failed,550813
Kristin Vasquez,67,61,32,C,Below Average Achivement,553520
Emily Hamilton,70,37,60,C,Below Average Achivement,539639
Rebecca Crawford,72,99,39,B,Average Performance,596463
Charles Nelson,86,73,90,A,Very Good Achivement,513336
Brian Jones,53,58,52,C,Below Average Achivement,561531
Roger Bean,42,40,71,C,Below Average Achivement,517425
Ashley Bernard,41,57,99,B,Average Performance,536713
Amanda Montoya,13,42,62,D,Poor Pursuance,541998
Danny Moore,11,36,48,F,Failed,597171
Pamela Miller,89,73,14,C,Below Average Achivement,520700
Logan Guzman,54,80,62,B,Average Performance,553394
Michael Graham,57,77,13,D,Poor Pursuance,581065
Anna Ford,68,11,32,D,Poor Pursuance,522009
Mr. Aaron Ellis,19,61,91,C,Below Average Achivement,539055
Samantha Moore,96,57,40,B,Average Performance,537243
Stuart Turner,10,61,50,D,Poor Pursuance,576804
Cory Dillon,38,17,19,F,Failed,597191
Victor Burton,11,88,85,B,Average Performance,543900
Mariah Jimenez,30,16,66,D,Poor Pursuance,599806
Deborah Hensley,24,32,43,D,Poor Pursuance,560258
Tracy Powell,62,54,69,B,Average Performance,565975
Kelly Figueroa,55,83,45,B,Average Performance,585135
Spencer Clark,32,64,65,C,Below Average Achivement,509203
Michael Banks,80,75,93,A,Very Good Achivement,581073
Natalie Salazar,11,51,76,D,Poor Pursuance,533194
Sarah Rogers,17,18,28,F,Failed,507520
Sherry Ortiz,63,57,89,B,Average Performance,585534
Steven Patterson,35,45,73,C,Below Average Achivement,503449
Frank Thomas,42,33,61,D,Poor Pursuance,574666
Nicholas James,78,75,45,B,Average Performance,570105
Nicole Spencer,78,92,48,B+,Good Pursuance,566323
Dustin Carrillo,25,64,27,D,Poor Pursuance,570845
Mary Obrien,52,36,46,D,Poor Pursuance,564488
William Kirk,82,91,32,B,Average Performance,523872
Erin Lopez,35,82,16,D,Poor Pursuance,563325
Geoffrey Wilson,22,47,85,C,Below Average Achivement,535013
Barbara Wilson,92,19,22,D,Poor Pursuance,546008
Michael Gallagher,96,96,42,B+,Good Pursuance,526134
Katherine Phillips,63,92,63,B+,Good Pursuance,518113
Tara Wood,74,68,85,B+,Good Pursuance,512937
Shawn Morton,44,28,52,D,Poor Pursuance,525370
Michael Ramos,50,44,63,C,Below Average Achivement,501862
Brett Ryan,19,89,16,D,Poor Pursuance,500592
David Tucker,31,37,56,D,Poor Pursuance,507485
Yolanda Francis,25,50,91,C,Below Average Achivement,532817
Mary Fernandez,43,58,28,D,Poor Pursuance,588473
Steven Johnson,90,22,30,D,Poor Pursuance,584030
Daniel Long,75,82,21,C,Below Average Achivement,514808
Brian Anderson,99,99,45,A,Very Good Achivement,517828
Cindy Parker,11,57,25,F,Failed,544403
Natasha Cervantes,22,56,47,D,Poor Pursuance,571222
Richard Calhoun,62,45,47,C,Below Average Achivement,588653
Steven Bowman,85,19,91,B,Average Performance,585074
Heather Rose,49,67,100,B+,Good Pursuance,509333
William Brown,40,91,66,B,Average Performance,599793
Brian Johnson,18,11,62,F,Failed,512110
Robin Morris,90,11,55,C,Below Average Achivement,506605
Yvette Smith,69,31,55,C,Below Average Achivement,563510
John Medina,31,95,73,B,Average Performance,524521
William Wheeler,48,43,52,D,Poor Pursuance,564997
Jennifer Hernandez,57,23,73,C,Below Average Achivement,532401
Jamie Taylor,92,65,16,C,Below Average Achivement,553611
Jake Powell,85,95,65,A,Very Good Achivement,511417
Barbara Wright,64,35,39,D,Poor Pursuance,593644
Jonathan Underwood Jr.,30,42,24,F,Failed,549159
Colleen Shaw,41,34,85,C,Below Average Achivement,554709
Brittney Richards,80,46,29,C,Below Average Achivement,577252
Heather Hill,42,18,36,F,Failed,559325
John Thompson,18,48,17,F,Failed,500502
Willie Ramos,37,94,11,D,Poor Pursuance,554252
Joshua Mckenzie,41,60,77,C,Below Average Achivement,539987
Justin Warner,25,12,17,F,Failed,559911
Zachary Lee,100,73,17,B,Average Performance,578640
Marie Duncan,30,50,31,D,Poor Pursuance,505072
Haley Wu MD,17,51,14,F,Failed,595463
Robin Jones,20,13,18,F,Failed,559671
Ruben Dominguez,13,70,15,F,Failed,562471
Eric Jones,36,82,55,C,Below Average Achivement,542100
Laurie Sexton,88,76,30,B,Average Performance,546177
Robert Moore,86,25,31,D,Poor Pursuance,536107
Zachary King,37,12,20,F,Failed,535474
Charles Scott,11,80,30,D,Poor Pursuance,508390
Deborah Wells,55,85,39,C,Below Average Achivement,509391
Andrew Caldwell,63,30,13,D,Poor Pursuance,541074
Katrina Wood,51,34,46,D,Poor Pursuance,553016
Edward Lopez,34,66,92,B,Average Performance,502542
Mark Miller,70,27,59,C,Below Average Achivement,519210
Ashley Peters,81,63,65,B,Average Performance,517406
Joseph Estrada,91,55,84,B+,Good Pursuance,590174
Thomas Ross,92,45,78,B+,Good Pursuance,543749
Jennifer Wilson,21,24,29,F,Failed,582266
Jeremy Fox,57,69,35,C,Below Average Achivement,594112
Steven Reyes,98,100,11,B,Average Performance,543936
Robert Sanders,12,100,42,C,Below Average Achivement,564009
Mikayla Livingston,36,98,99,B+,Good Pursuance,568592
Gregory Martin,20,23,16,F,Failed,591064
Christopher Smith,68,100,67,B+,Good Pursuance,575607
Jose Brooks,89,43,54,B,Average Performance,564621
Joel Wallace,82,14,70,C,Below Average Achivement,540385
Kevin Graham,86,37,51,C,Below Average Achivement,554196
Carmen Alvarez,84,55,51,B,Average Performance,594796
Michael Long,96,99,70,A,Very Good Achivement,573440
Karla Williams,76,45,74,B,Average Performance,505957
Jennifer Thomas,58,21,86,C,Below Average Achivement,504443
Phillip Nelson,57,79,83,B+,Good Pursuance,534374
Cathy Johnson,69,40,47,C,Below Average Achivement,575068
Lauren James,40,11,80,D,Poor Pursuance,536386
Stephen Hill,78,88,25,B,Average Performance,596020
Kim Powers,35,82,11,D,Poor Pursuance,513547
Natasha Price,20,67,47,D,Poor Pursuance,500823
Stacey Wright,74,20,43,D,Poor Pursuance,535061
Ms. Natalie Hart,10,66,77,C,Below Average Achivement,562812
Troy Brown,88,92,70,A,Very Good Achivement,523385
Brianna Jackson,14,37,34,F,Failed,500710
Carol Rogers,24,72,81,C,Below Average Achivement,531845
Garrett Wagner,17,30,35,F,Failed,501010
Christopher Sanchez,34,97,12,D,Poor Pursuance,523058
Gregory Moore,18,78,28,D,Poor Pursuance,504318
Veronica Mckenzie,48,54,64,C,Below Average Achivement,510192
Madeline Fowler,30,86,48,C,Below Average Achivement,557510
Elizabeth Rodriguez,57,46,11,D,Poor Pursuance,579199
Bryce Hutchinson,37,37,82,C,Below Average Achivement,597436
Emily Mcguire,14,78,73,C,Below Average Achivement,581849
Alejandro Townsend,96,58,68,B+,Good Pursuance,594696
Michael Rodgers,28,74,95,B,Average Performance,515445
Tracey Green,90,22,11,D,Poor Pursuance,557624
Lisa Taylor,38,36,48,D,Poor Pursuance,597866
Sarah Everett,43,42,14,D,Poor Pursuance,592419
Heather Kelly,13,46,41,D,Poor Pursuance,505951
Jason Colon,92,86,47,B+,Good Pursuance,553657
Ashley George,67,18,27,D,Poor Pursuance,594343
Jacqueline Garcia,73,37,72,C,Below Average Achivement,507832
Jacob Morris,66,49,16,D,Poor Pursuance,540915
Jennifer Larsen,94,76,20,B,Average Performance,516466
Steven Hutchinson,19,54,71,D,Poor Pursuance,513208
Jeffrey Scott,84,26,81,B,Average Performance,548879
Andrew Cross,56,57,89,B,Average Performance,523739
Ian Ruiz,27,76,81,B,Average Performance,526062
Mr. David Edwards Jr.,60,10,35,D,Poor Pursuance,589867
Sabrina Nguyen,33,59,56,D,Poor Pursuance,511557
Sandra Baldwin,20,74,46,D,Poor Pursuance,574971
Samuel Richardson,55,36,44,D,Poor Pursuance,554256
Tracy Kent,57,25,40,D,Poor Pursuance,562834
Michelle Mcintosh,24,35,15,F,Failed,589226
Jason Roman,98,72,77,A,Very Good Achivement,520380
Christy Chavez,13,35,67,D,Poor Pursuance,579551
Steven Bright,49,86,88,B+,Good Pursuance,504893
Dr. Patricia Moore,70,48,50,C,Below Average Achivement,585630
Michaela Curtis,53,53,21,D,Poor Pursuance,575550
Brian Daugherty,62,48,77,B,Average Performance,536002
Jeffrey Lewis,52,76,20,D,Poor Pursuance,524445
Michael Pruitt,33,35,55,D,Poor Pursuance,565100
Linda Gonzalez,94,78,67,B+,Good Pursuance,596990
Shaun Mcclure,65,66,67,B,Average Performance,534108
Robert Gonzalez,68,36,88,B,Average Performance,563833
Gerald Silva,29,19,42,F,Failed,531497
Daniel Carson,14,82,38,D,Poor Pursuance,585389
Brian Boone,27,82,85,B,Average Performance,535958
Brian Cummings,61,74,16,D,Poor Pursuance,521458
Rick Forbes,78,93,19,B,Average Performance,537294
Megan Reid,32,79,91,B,Average Performance,585834
Timothy Cox,90,41,23,C,Below Average Achivement,586621
Zachary Taylor,37,37,75,D,Poor Pursuance,519573
Roy Wilson,62,40,59,C,Below Average Achivement,525153
Kelly White,17,39,70,D,Poor Pursuance,526293
John Hansen,70,64,80,B+,Good Pursuance,543802
Kimberly Roman,79,95,34,B,Average Performance,551714
Jonathan Weeks,41,85,93,B+,Good Pursuance,552200
Linda Long,11,82,30,D,Poor Pursuance,576056
Denise Kerr,60,16,40,D,Poor Pursuance,537097
Michelle Hill,61,14,93,C,Below Average Achivement,560495
Billy Arroyo,36,34,81,D,Poor Pursuance,505839
Elizabeth Humphrey,86,20,26,D,Poor Pursuance,542598
Christopher Vasquez,72,95,30,B,Average Performance,560487
James Davidson,46,40,20,D,Poor Pursuance,543920
John Velez,17,42,38,F,Failed,590576
Carrie Williams,17,20,43,F,Failed,563629
William Cook,90,92,89,A,Very Good Achivement,543217
Carol Hudson,42,32,89,C,Below Average Achivement,516887
Thomas Watts,52,13,18,F,Failed,578114
Duane Ford,44,13,91,D,Poor Pursuance,510995
Christine Lee,50,74,13,D,Poor Pursuance,539029
Erin Russo,43,74,60,C,Below Average Achivement,528055
Allison Hodge,61,34,82,C,Below Average Achivement,550237
Linda Dawson,55,45,43,D,Poor Pursuance,592881
Melanie Pope,38,27,99,C,Below Average Achivement,553365
Monica Marks,45,83,64,B,Average Performance,536153
Jonathan Larson,86,57,99,B+,Good Pursuance,581180
Daniel Miles,23,22,65,D,Poor Pursuance,531620
Jennifer Moran,33,55,30,D,Poor Pursuance,508556
Laura Miller,79,39,29,D,Poor Pursuance,513209
Kristi Thomas,91,85,61,B+,Good Pursuance,597274
Brenda Rogers,73,35,34,D,Poor Pursuance,569637
Mark Wise,46,51,72,C,Below Average Achivement,516859
Patricia Gonzales,41,96,87,B+,Good Pursuance,558508
Sandy Franklin,49,47,78,C,Below Average Achivement,540270
Sabrina Nunez,27,21,15,F,Failed,577316
James Lindsey,62,81,74,B+,Good Pursuance,559587
Daniel Bautista,69,93,58,B+,Good Pursuance,566577
Barbara Foster,45,83,50,C,Below Average Achivement,551643
Jacob White,87,40,13,D,Poor Pursuance,599705
Richard Smith,39,42,83,C,Below Average Achivement,505155
Hannah Jones,43,58,37,D,Poor Pursuance,525590
Trevor Gillespie,58,29,10,F,Failed,598515
John Luna,17,93,43,C,Below Average Achivement,554191
